2024-08-23, 70, -1, Karlı
2024-08-24, 81, 12, Yağmurlu
2024-08-25, 74, 23, Bulutlu
2024-08-26, 77, 20, Güneşli
2024-08-27, 80, 25, Bulutlu
2024-08-28, 78, 0, Karlı
2024-08-29, 63, 22, Bulutlu
2024-08-30, 49, -5, Karlı
2024-08-31, 89, 13, Yağmurlu
2024-09-01, 77, 3, Karlı
2024-09-02, 61, 12, Yağmurlu
2024-09-03, 71, -4, Karlı
2024-09-04, 66, 17, Yağmurlu
2024-09-05, 72, 20, Bulutlu
2024-09-06, 84, -2, Karlı
2024-09-07, 66, 17, Yağmurlu
2024-09-08, 53, 34, Güneşli
2024-09-09, 88, 12, Yağmurlu
2024-09-10, 64, 33, Güneşli
2024-09-11, 65, 29, Güneşli
2024-09-12, 89, 33, Güneşli
2024-09-13, 47, -5, Karlı
2024-09-14, 61, 23, Bulutlu
2024-09-15, 44, 20, Yağmurlu
2024-09-16, 60, 34, Güneşli
2024-09-17, 59, 33, Güneşli
2024-09-18, 47, 18, Yağmurlu
2024-09-19, 59, 34, Güneşli
2024-09-20, 50, 19, Yağmurlu
2024-09-21, 55, 20, Yağmurlu
2024-09-22, 59, 15, Bulutlu
2024-09-23, 86, 11, Yağmurlu
2024-09-24, 52, 25, Güneşli
2024-09-25, 59, -1, Karlı
2024-09-26, 58, 20, Yağmurlu
2024-09-27, 71, 11, Yağmurlu
2024-09-28, 54, 12, Yağmurlu
2024-09-29, 56, -3, Karlı
2024-09-30, 51, -5, Karlı
2024-10-01, 43, -1, Karlı
2024-10-02, 69, 0, Karlı
2024-10-03, 48, 23, Güneşli
2024-10-04, 53, 18, Bulutlu
2024-10-05, 56, 16, Yağmurlu
2024-10-06, 50, 15, Bulutlu
2024-10-07, 51, 16, Bulutlu
2024-10-08, 46, -1, Karlı
2024-10-09, 84, 2, Karlı
2024-10-10, 74, 22, Güneşli
2024-10-11, 79, 29, Güneşli
2024-10-12, 46, 32, Güneşli
2024-10-13, 40, 21, Bulutlu
2024-10-14, 71, 31, Güneşli
2024-10-15, 43, 10, Yağmurlu
2024-10-16, 68, 19, Bulutlu
2024-10-17, 61, 35, Güneşli
2024-10-18, 61, 13, Yağmurlu
2024-10-19, 57, 18, Bulutlu
2024-10-20, 81, 19, Yağmurlu
2024-10-21, 86, 19, Yağmurlu
2024-10-22, 64, 13, Yağmurlu
2024-10-23, 49, 2, Karlı
2024-10-24, 55, 13, Yağmurlu
2024-10-25, 45, 0, Karlı
2024-10-26, 47, 14, Yağmurlu
2024-10-27, 83, 28, Güneşli
2024-10-28, 71, 15, Bulutlu
2024-10-29, 88, -2, Karlı
2024-10-30, 43, 24, Bulutlu
2024-10-31, 40, 19, Bulutlu
2024-11-01, 89, 21, Bulutlu
2024-11-02, 61, -2, Karlı
2024-11-03, 47, 14, Yağmurlu
2024-11-04, 60, 20, Bulutlu
2024-11-05, 86, 15, Yağmurlu
2024-11-06, 87, 16, Yağmurlu
2024-11-07, 76, 13, Yağmurlu
2024-11-08, 59, 26, Güneşli
2024-11-09, 75, 20, Bulutlu
2024-11-10, 55, 19, Bulutlu
2024-11-11, 81, 24, Güneşli
2024-11-12, 81, 31, Güneşli
2024-11-13, 79, 29, Güneşli
2024-11-14, 68, 16, Bulutlu
2024-11-15, 49, 4, Karlı
2024-11-16, 73, -4, Karlı
2024-11-17, 79, 4, Karlı
2024-11-18, 70, 20, Güneşli
2024-11-19, 81, 20, Bulutlu
2024-11-20, 40, 22, Bulutlu
2024-11-21, 78, 29, Güneşli
2024-11-22, 74, -5, Karlı
2024-11-23, 55, 3, Karlı
2024-11-24, 70, 24, Bulutlu
2024-11-25, 60, 15, Yağmurlu
2024-11-26, 73, 27, Güneşli
2024-11-27, 76, 16, Bulutlu
2024-11-28, 64, -3, Karlı
2024-11-29, 62, 13, Yağmurlu
2024-11-30, 45, 16, Yağmurlu
2024-12-01, 72, -1, Karlı
2024-12-02, 49, 19, Bulutlu
2024-12-03, 48, 31, Güneşli
2024-12-04, 72, -3, Karlı
2024-12-05, 43, 34, Güneşli
2024-12-06, 84, 21, Güneşli
2024-12-07, 47, 18, Bulutlu
2024-12-08, 68, -1, Karlı
2024-12-09, 40, 35, Güneşli
2024-12-10, 69, -1, Karlı
2024-12-11, 76, 15, Yağmurlu
2024-12-12, 90, 24, Bulutlu
2024-12-13, 53, 21, Bulutlu
2024-12-14, 84, 29, Güneşli
2024-12-15, 82, 25, Güneşli
2024-12-16, 83, 29, Güneşli
2024-12-17, 68, 24, Bulutlu
2024-12-18, 45, -4, Karlı
2024-12-19, 58, 22, Güneşli
2024-12-20, 61, 23, Bulutlu
2024-12-21, 70, 17, Yağmurlu
2024-12-22, 82, 11, Yağmurlu
2024-12-23, 48, 16, Yağmurlu
2024-12-24, 51, -1, Karlı
2024-12-25, 65, 2, Karlı
2024-12-26, 53, 20, Yağmurlu
2024-12-27, 62, 28, Güneşli
2024-12-28, 62, 10, Yağmurlu
2024-12-29, 41, 0, Karlı
2024-12-30, 74, 25, Güneşli
2024-12-31, 64, -4, Karlı
2025-01-01, 69, -4, Karlı
2025-01-02, 46, 12, Yağmurlu
2025-01-03, 47, 13, Yağmurlu
2025-01-04, 54, 20, Bulutlu
2025-01-05, 90, 21, Güneşli
2025-01-06, 62, 10, Yağmurlu
2025-01-07, 73, 17, Yağmurlu
2025-01-08, 74, 1, Karlı
2025-01-09, 46, 15, Yağmurlu
2025-01-10, 57, 5, Karlı
2025-01-11, 65, 17, Bulutlu
2025-01-12, 55, 17, Bulutlu
2025-01-13, 50, 4, Karlı
2025-01-14, 43, 13, Yağmurlu
2025-01-15, 56, -3, Karlı
2025-01-16, 79, 13, Yağmurlu
2025-01-17, 40, 12, Yağmurlu
2025-01-18, 69, -3, Karlı
2025-01-19, 59, 30, Güneşli
2025-01-20, 79, 13, Yağmurlu
2025-01-21, 78, 21, Güneşli
2025-01-22, 66, 17, Yağmurlu
2025-01-23, 72, -5, Karlı
2025-01-24, 78, 24, Güneşli
2025-01-25, 54, 24, Güneşli
2025-01-26, 49, 21, Bulutlu
2025-01-27, 47, 16, Yağmurlu
2025-01-28, 73, -3, Karlı
2025-01-29, 46, 10, Yağmurlu
2025-01-30, 90, 16, Yağmurlu
2025-01-31, 77, 13, Yağmurlu
2025-02-01, 58, 31, Güneşli
2025-02-02, 56, -3, Karlı
2025-02-03, 75, -4, Karlı
2025-02-04, 48, 19, Yağmurlu
2025-02-05, 43, 2, Karlı
2025-02-06, 58, 4, Karlı
2025-02-07, 52, 18, Yağmurlu
2025-02-08, 85, 21, Güneşli
2025-02-09, 52, 26, Güneşli
2025-02-10, 71, 23, Güneşli
2025-02-11, 74, -4, Karlı
2025-02-12, 45, -3, Karlı
2025-02-13, 73, -1, Karlı
2025-02-14, 62, 26, Güneşli
2025-02-15, 70, 21, Güneşli
2025-02-16, 58, 22, Güneşli
2025-02-17, 69, 15, Yağmurlu
2025-02-18, 68, 16, Yağmurlu
2025-02-19, 41, -2, Karlı
2025-02-20, 55, 4, Karlı
2025-02-21, 85, 12, Yağmurlu
2025-02-22, 54, 10, Yağmurlu
2025-02-23, 69, 28, Güneşli
2025-02-24, 49, 25, Bulutlu
2025-02-25, 90, 23, Bulutlu
2025-02-26, 41, 28, Güneşli
2025-02-27, 84, 25, Bulutlu
2025-02-28, 81, 1, Karlı
2025-03-01, 62, 20, Bulutlu
2025-03-02, 86, 13, Yağmurlu
2025-03-03, 66, 22, Bulutlu
2025-03-04, 70, 24, Bulutlu
2025-03-05, 59, -2, Karlı
2025-03-06, 58, 31, Güneşli
2025-03-07, 53, 10, Yağmurlu
2025-03-08, 87, 19, Yağmurlu
2025-03-09, 69, 26, Güneşli
2025-03-10, 54, 24, Güneşli
2025-03-11, 65, 22, Bulutlu
2025-03-12, 61, 30, Güneşli
2025-03-13, 73, 21, Güneşli
2025-03-14, 72, -5, Karlı
2025-03-15, 89, 34, Güneşli
2025-03-16, 74, 34, Güneşli
2025-03-17, 68, 14, Yağmurlu
2025-03-18, 89, 11, Yağmurlu
2025-03-19, 45, 3, Karlı
2025-03-20, 84, 21, Güneşli
2025-03-21, 65, -1, Karlı
2025-03-22, 64, 16, Yağmurlu
2025-03-23, 90, 28, Güneşli
2025-03-24, 81, 0, Karlı
2025-03-25, 63, 20, Güneşli
2025-03-26, 75, 25, Güneşli
2025-03-27, 76, 32, Güneşli
2025-03-28, 54, 20, Bulutlu
2025-03-29, 53, 14, Yağmurlu
2025-03-30, 60, 17, Bulutlu
2025-03-31, 55, 23, Güneşli
2025-04-01, 87, 30, Güneşli
2025-04-02, 42, 23, Bulutlu
2025-04-03, 48, -1, Karlı
2025-04-04, 58, 17, Yağmurlu
2025-04-05, 77, 17, Yağmurlu
2025-04-06, 42, 16, Yağmurlu
2025-04-07, 44, 4, Karlı
2025-04-08, 79, 15, Bulutlu
2025-04-09, 61, 31, Güneşli
2025-04-10, 54, 20, Yağmurlu
2025-04-11, 43, 33, Güneşli
2025-04-12, 47, 23, Güneşli
2025-04-13, 66, 25, Güneşli
2025-04-14, 67, 18, Bulutlu
2025-04-15, 40, 3, Karlı
2025-04-16, 79, 4, Karlı
2025-04-17, 57, 15, Bulutlu
2025-04-18, 76, 5, Karlı
2025-04-19, 41, 33, Güneşli
2025-04-20, 56, 20, Yağmurlu
2025-04-21, 86, 12, Yağmurlu
2025-04-22, 88, 12, Yağmurlu
2025-04-23, 63, 12, Yağmurlu
2025-04-24, 60, 0, Karlı
2025-04-25, 40, 31, Güneşli
2025-04-26, 58, 28, Güneşli
2025-04-27, 46, -5, Karlı
2025-04-28, 59, 22, Güneşli
2025-04-29, 84, -5, Karlı
2025-04-30, 78, 10, Yağmurlu
2025-05-01, 60, 13, Yağmurlu
2025-05-02, 48, 17, Yağmurlu
2025-05-03, 74, 16, Bulutlu
